"('CD', 'one')","('IN', 'of')","('DT', 'the')","('RBS', 'most')","('JJ', 'important')"
"('NNS', 'scenses')","('IN', 'of')","('DT', 'the')","('NN', 'body')","('.', '.')"
"('NN', 'Becuase')","('IN', 'of')","('DT', 'the')","('JJ', 'harmful')","('NNS', 'impacts')"
"('NNS', 'impacts')","('IN', 'of')","('DT', 'the')","('NN', 'sound')","('NN', 'pollution')"
"(',', ',')","('CC', 'and')","('DT', 'the')","('NN', 'govrnement')","('VBP', 'are')"
"('RB', 'negitivly')","('IN', 'by')","('DT', 'the')","('NN', 'production')","('IN', 'of')"
"('NN', 'pollution')","('NN', 'affect')","('DT', 'the')","('NN', 'hearing')","('NN', 'system')"
"('NN', 'system')","('IN', 'in')","('DT', 'the')","('NN', 'body')","('RB', 'only')"
"('NNS', 'parts')","('IN', 'of')","('DT', 'the')","('NNS', 'people')","('WP', 'who')"
"('VBD', 'first')","('VBN', 'reported')","('DT', 'the')","('NN', 'sound')","('NN', 'polluition')"
"('NNS', 'effects')","('IN', 'on')","('DT', 'the')","('NN', 'ability')","('TO', 'to')"
"('VB', 'hear')","('IN', 'for')","('DT', 'the')","('VBN', 'injured')","('NNS', 'victims')"
"('MD', 'can')","('VB', 'make')","('DT', 'the')","('NN', 'victim')","('NN', 'hear')"
"(',', ',')","('CC', 'and')","('DT', 'the')","('NN', 'degree')","('IN', 'of')"
"('NN', 'relevent')","('TO', 'to')","('DT', 'the')","('NN', 'amount')","('IN', 'of')"
"('NN', 'time')","('WDT', 'that')","('DT', 'the')","('NN', 'victim')","('NN', 'listen')"
"('MD', 'can')","('VB', 'damage')","('DT', 'the')","('NN', 'hearing')","('RB', 'significantly')"
"('RB', 'significantly')","('IN', 'of')","('DT', 'the')","('JJ', 'ear')","('NN', 'listen')"
"(',', ',')","('CC', 'and')","('DT', 'the')","('NN', 'heart')","('.', '.')"
"('RB', 'also')","('VBZ', 'reduces')","('DT', 'the')","('NN', 'ability')","('TO', 'to')"
"('RB', 'also')","('VB', 'decrease')","('DT', 'the')","('NN', 'quality')","('IN', 'of')"
"('NN', 'quality')","('IN', 'of')","('DT', 'the')","('NN', 'work')","('IN', 'that')"
"('VBN', 'done')","('IN', 'by')","('DT', 'the')","('NN', 'noise')","('NN', 'pollution')"
"(',', ',')","('NNS', 'losses')","('DT', 'the')","('NN', 'ability')","('TO', 'to')"
"('CC', 'and')","('NN', 'damage')","('DT', 'the')","('JJ', 'mental')","('IN', 'of')"
"('JJ', 'mental')","('IN', 'of')","('DT', 'the')","('NN', 'listening')","('NN', 'victim')"
"('NNS', 'issues')","('IN', 'of')","('DT', 'the')","('NN', 'sound')","('NN', 'pollution')"
"('VBN', 'inferred')","('IN', 'by')","('DT', 'the')","('NN', 'manner')","('IN', 'of')"
"('NN', 'manner')","('IN', 'of')","('DT', 'the')","('NNS', 'listeners')","('.', '.')"
