'',VBZ,IN,NN,NN
PRP$,NN,WDT,DT,NNS
DT,NNS,WDT,VBP,VBP
VBN,RP,IN,NNS,VBP
NNS,IN,DT,NN,:
IN,NNS,WDT,VBN,PRP$
DT,NNS,WDT,VBN,PRP$
CC,NN,IN,POS,VBN
JJ,NN,WDT,NN,NN
RB,JJ,IN,NN,VB
JJ,NN,IN,NNS,DT
NN,VBZ,IN,PRP,VBP
NNS,VBP,IN,NN,NN
NNP,VBZ,IN,NN,NN
VBZ,VBN,IN,IN,NN
NNP,VBZ,IN,NNS,VBG
VBP,NN,IN,DT,NN
NNP,VBZ,IN,NNP,NNP
PRP,VBP,IN,PRP,MD
RB,VB,IN,NN,IN
NNP,VBZ,IN,DT,NNS
NNS,VBD,IN,PRP,VBP
RB,RB,IN,NN,NN
RB,JJ,IN,DT,NN
JJ,IN,DT,NN,VBD
NN,",",IN,NNS,JJ
NN,",",IN,NN,IN
NNP,NNS,WDT,VBP,JJR
JJ,NN,IN,PRP,VBP
NNS,IN,IN,PRP,VBP
VBG,NN,WDT,NN,CD
PRP,VBP,IN,VBG,RB
JJ,NN,WDT,NNS,VBG
VBP,JJ,IN,JJ,NNS
DT,NN,IN,RB,VBZ
IN,NN,IN,JJ,PRP$
VBP,VBN,IN,DT,NN
RB,VBN,IN,NN,NN
VBZ,JJ,IN,NNS,VBP
JJ,NNS,WDT,NN,NN
IN,IN,DT,",",JJ
",",VBD,IN,PRP,VBP
DT,NN,IN,PRP$,NNS
VB,VBN,IN,NNS,VBP
VBP,JJ,IN,PRP,VBP
VBZ,JJ,IN,NNS,VBP
RB,IN,IN,VBZ,RB
JJ,NN,WDT,NNS,VBP
IN,VBG,IN,NN,.
MD,VB,IN,VBG,NN
PRP,VBP,IN,IN,NN
TO,NNP,IN,DT,NN
NN,VBZ,IN,PRP,MD
NN,VBZ,IN,IN,VBG
VBN,VBN,IN,NN,CC
NNP,NNP,IN,DT,NNS
MD,VB,IN,IN,PRP
NNS,VBP,IN,NN,NN
NNS,VBP,IN,PRP,MD
DT,NN,IN,VBZ,VBN
NNS,VBP,IN,NN,MD
NN,IN,IN,NNS,IN
NN,IN,DT,NN,:
JJ,NNS,WDT,NNS,MD
VBN,NNS,IN,NN,PRP
DT,NNS,WDT,NN,VBZ
VBG,NNS,WDT,NN,TO
VBN,NNS,IN,NN,TO
NNP,VBZ,IN,DT,NN
NN,NN,IN,NN,MD
DT,JJ,IN,VBP,VBN
DT,NNS,WDT,NN,IN
NNP,VBZ,IN,DT,NNS
JJ,NN,WDT,VBZ,VBP
RB,JJ,IN,DT,NNS
",",VBZ,IN,DT,NN
TO,NNS,WDT,VBP,RB
NN,NNS,WDT,NN,TO
NNS,IN,DT,IN,JJ
DT,NN,IN,MD,VB
VB,NNS,WDT,NNS,NNS
VB,NNS,WDT,NN,VBP
JJ,NN,IN,NNS,MD
JJ,NN,IN,NN,NN
NNS,VBP,IN,NN,MD
NNS,IN,DT,NN,VBZ
NNP,VBZ,IN,DT,NNS
DT,NNS,WDT,NNS,MD
DT,NN,IN,NN,VBG
JJ,NN,WDT,VBZ,JJ
JJ,NN,WDT,VBZ,NNS
NN,VBZ,IN,NN,NN
NNP,VBZ,IN,NNS,VBD
NN,NN,IN,VBN,NNS
NNS,IN,DT,NN,VBD
NN,VBD,IN,PRP,MD
RB,VBP,IN,NN,NN
JJ,NN,WDT,VBZ,NNS
NNS,VBP,IN,NN,NN
NN,NN,WDT,NN,NN
DT,NN,IN,NNS,NNS
NNP,NNS,WDT,VBG,NNS
NNP,VBZ,IN,VBG,DT
DT,NNS,WDT,MD,VB
WRB,VBZ,IN,``,DT
DT,NN,IN,NNS,RBR
VB,NNS,WDT,VB,DT
NNP,VBZ,IN,``,RB
RB,VBG,IN,PRP,VBP
RB,VBZ,IN,``,DT
DT,NN,WDT,VBZ,JJ
DT,NNS,WDT,MD,VB
PRP,VBZ,IN,NN,VBZ
CD,NNS,WDT,NN,TO
